1,-1,526,636,70,177,0.9996501,-1,-1,-1
1,-1,1730,632,190,391,0.9994210,-1,-1,-1
1,-1,1494,654,39,109,0.9989707,-1,-1,-1
1,-1,1440,656,35,110,0.9982681,-1,-1,-1
2,-1,520,634,71,179,0.9994338,-1,-1,-1
2,-1,1495,652,39,111,0.9992674,-1,-1,-1
2,-1,1729,631,191,392,0.9991673,-1,-1,-1
2,-1,1442,654,35,111,0.9980682,-1,-1,-1
3,-1,1723,626,197,397,0.9993662,-1,-1,-1
3,-1,520,634,69,179,0.9992452,-1,-1,-1
3,-1,1497,653,40,110,0.9989946,-1,-1,-1
3,-1,1443,653,36,111,0.9980651,-1,-1,-1
4,-1,1718,631,195,393,0.9993754,-1,-1,-1
4,-1,1499,652,38,110,0.9991840,-1,-1,-1
4,-1,516,637,68,174,0.9987952,-1,-1,-1
4,-1,1445,653,34,111,0.9984275,-1,-1,-1
5,-1,1709,623,185,396,0.9995161,-1,-1,-1
5,-1,1499,652,40,110,0.9992422,-1,-1,-1
5,-1,514,637,63,175,0.9987811,-1,-1,-1
5,-1,1446,651,34,112,0.9983776,-1,-1,-1
6,-1,1706,632,166,384,0.9995047,-1,-1,-1
6,-1,1446,651,35,114,0.9991129,-1,-1,-1
6,-1,1501,650,39,111,0.9988670,-1,-1,-1
6,-1,510,635,64,177,0.9987066,-1,-1,-1
7,-1,1699,632,151,387,0.9996182,-1,-1,-1
7,-1,1448,650,34,114,0.9992846,-1,-1,-1
7,-1,1502,649,38,114,0.9991173,-1,-1,-1
7,-1,509,635,61,177,0.9987926,-1,-1,-1
8,-1,1685,636,144,382,0.9996094,-1,-1,-1
8,-1,1505,648,36,115,0.9991525,-1,-1,-1
8,-1,1449,648,33,116,0.9990270,-1,-1,-1
8,-1,504,634,63,174,0.9989471,-1,-1,-1
8,-1,1812,657,45,86,0.9024681,-1,-1,-1
8,-1,1366,666,15,50,0.7615455,-1,-1,-1
9,-1,1505,649,38,115,0.9990978,-1,-1,-1
9,-1,1674,637,133,378,0.9990717,-1,-1,-1
9,-1,502,630,63,182,0.9984591,-1,-1,-1
9,-1,1448,648,36,118,0.9984123,-1,-1,-1
9,-1,1816,658,46,85,0.9895617,-1,-1,-1
9,-1,1365,664,16,52,0.8597472,-1,-1,-1
10,-1,1506,649,39,115,0.9991762,-1,-1,-1
10,-1,1447,648,38,119,0.9990848,-1,-1,-1
10,-1,499,630,58,180,0.9986888,-1,-1,-1
10,-1,1659,630,141,387,0.9983222,-1,-1,-1
10,-1,1815,655,51,92,0.9924173,-1,-1,-1
10,-1,1365,665,16,51,0.8889170,-1,-1,-1
